date,exdate,strike_price,cp_flag,best_bid,best_offer,am_settlement
2026-01-23,2026-01-26,2800000.0,C,4104.4,4119.8,1
2026-01-23,2026-01-26,3000000.0,C,3904.6,3922.7,1
2026-01-23,2026-01-26,3200000.0,C,3704.4,3722.7,1
2026-01-23,2026-01-26,3400000.0,C,3504.5,3522.8,1
2026-01-23,2026-01-26,3600000.0,C,3304.6,3322.9,1
2026-01-23,2026-01-26,3800000.0,C,3104.7,3123.0,1
2026-01-23,2026-01-26,4000000.0,C,2905.0,2923.0,1
2026-01-23,2026-01-26,4200000.0,C,2704.9,2723.2,1
2026-01-23,2026-01-26,4400000.0,C,2505.0,2522.7,1
2026-01-23,2026-01-26,4600000.0,C,2305.2,2320.6,1
2026-01-23,2026-01-26,4800000.0,C,2105.3,2123.4,1
2026-01-23,2026-01-26,5000000.0,C,1905.4,1923.5,1
2026-01-23,2026-01-26,5200000.0,C,1705.5,1723.6,1
2026-01-23,2026-01-26,5400000.0,C,1505.6,1523.7,1
2026-01-23,2026-01-26,5500000.0,C,1405.5,1423.8,1
2026-01-23,2026-01-26,5600000.0,C,1305.7,1323.8,1
2026-01-23,2026-01-26,5700000.0,C,1205.6,1223.9,1
2026-01-23,2026-01-26,5800000.0,C,1105.8,1123.9,1
2026-01-23,2026-01-26,5800000.0,P,0.05,0.1,1
2026-01-23,2026-01-26,5850000.0,C,1055.9,1074.0,1
2026-01-23,2026-01-26,5875000.0,C,1030.7,1049.0,1
2026-01-23,2026-01-26,5900000.0,C,1005.7,1024.0,1
2026-01-23,2026-01-26,5900000.0,P,0.05,0.1,1
2026-01-23,2026-01-26,5925000.0,C,980.7,999.0,1
2026-01-23,2026-01-26,5950000.0,C,955.9,974.0,1
2026-01-23,2026-01-26,5950000.0,P,0.05,0.1,1
2026-01-23,2026-01-26,5975000.0,C,930.9,949.0,1
2026-01-23,2026-01-26,6000000.0,C,905.9,924.0,1
2026-01-23,2026-01-26,6000000.0,P,0.05,0.1,1
2026-01-23,2026-01-26,6025000.0,C,881.0,899.0,1
2026-01-23,2026-01-26,6025000.0,P,0.05,0.1,1
2026-01-23,2026-01-26,6050000.0,C,855.8,872.7,1
2026-01-23,2026-01-26,6050000.0,P,0.05,0.1,1
2026-01-23,2026-01-26,6075000.0,C,831.0,849.1,1
2026-01-23,2026-01-26,6075000.0,P,0.05,0.1,1
2026-01-23,2026-01-26,6100000.0,C,805.8,824.1,1
2026-01-23,2026-01-26,6100000.0,P,0.05,0.15,1
2026-01-23,2026-01-26,6125000.0,C,781.0,799.1,1
2026-01-23,2026-01-26,6125000.0,P,0.05,0.15,1
2026-01-23,2026-01-26,6150000.0,C,756.0,774.0,1
2026-01-23,2026-01-26,6150000.0,P,0.05,0.15,1
2026-01-23,2026-01-26,6175000.0,C,731.1,749.2,1
2026-01-23,2026-01-26,6175000.0,P,0.05,0.15,1
2026-01-23,2026-01-26,6200000.0,C,705.9,724.1,1
2026-01-23,2026-01-26,6200000.0,P,0.05,0.15,1
2026-01-23,2026-01-26,6225000.0,C,681.1,699.2,1
2026-01-23,2026-01-26,6225000.0,P,0.1,0.15,1
2026-01-23,2026-01-26,6250000.0,C,656.1,674.2,1
2026-01-23,2026-01-26,6250000.0,P,0.1,0.2,1
2026-01-23,2026-01-26,6260000.0,C,646.1,664.2,1
2026-01-23,2026-01-26,6260000.0,P,0.1,0.2,1
2026-01-23,2026-01-26,6270000.0,C,636.1,652.9,1
2026-01-23,2026-01-26,6270000.0,P,0.1,0.2,1
2026-01-23,2026-01-26,6275000.0,C,631.1,649.2,1
2026-01-23,2026-01-26,6275000.0,P,0.1,0.2,1
2026-01-23,2026-01-26,6280000.0,C,626.1,644.2,1
2026-01-23,2026-01-26,6280000.0,P,0.1,0.2,1
2026-01-23,2026-01-26,6290000.0,C,616.1,634.2,1
2026-01-23,2026-01-26,6290000.0,P,0.1,0.2,1
2026-01-23,2026-01-26,6300000.0,C,605.9,624.3,1
2026-01-23,2026-01-26,6300000.0,P,0.1,0.15,1
2026-01-23,2026-01-26,6310000.0,C,596.0,614.3,1
2026-01-23,2026-01-26,6310000.0,P,0.1,0.2,1
2026-01-23,2026-01-26,6320000.0,C,586.0,604.1,1
2026-01-23,2026-01-26,6320000.0,P,0.15,0.2,1
2026-01-23,2026-01-26,6325000.0,C,583.1,595.8,1
2026-01-23,2026-01-26,6325000.0,P,0.15,0.2,1
2026-01-23,2026-01-26,6330000.0,C,576.0,594.3,1
2026-01-23,2026-01-26,6330000.0,P,0.15,0.2,1
2026-01-23,2026-01-26,6340000.0,C,566.0,584.3,1
2026-01-23,2026-01-26,6340000.0,P,0.15,0.2,1
2026-01-23,2026-01-26,6350000.0,C,556.0,574.3,1
2026-01-23,2026-01-26,6350000.0,P,0.15,0.2,1
2026-01-23,2026-01-26,6360000.0,C,546.2,564.3,1
2026-01-23,2026-01-26,6360000.0,P,0.15,0.25,1
2026-01-23,2026-01-26,6370000.0,C,536.2,554.3,1
2026-01-23,2026-01-26,6370000.0,P,0.15,0.25,1
2026-01-23,2026-01-26,6375000.0,C,531.2,549.3,1
2026-01-23,2026-01-26,6375000.0,P,0.15,0.25,1
2026-01-23,2026-01-26,6380000.0,C,526.2,544.3,1
2026-01-23,2026-01-26,6380000.0,P,0.15,0.2,1
2026-01-23,2026-01-26,6390000.0,C,516.2,534.3,1
2026-01-23,2026-01-26,6390000.0,P,0.15,0.2,1
2026-01-23,2026-01-26,6395000.0,C,511.2,529.3,1
2026-01-23,2026-01-26,6395000.0,P,0.15,0.2,1
