date,exdate,strike_price,cp_flag,best_bid,best_offer,am_settlement
2026-01-15,2026-01-16,200000.0,C,6719.0,6733.1,1
2026-01-15,2026-01-16,400000.0,C,6515.2,6533.8,1
2026-01-15,2026-01-16,600000.0,C,6315.3,6333.9,1
2026-01-15,2026-01-16,800000.0,C,6117.2,6134.2,1
2026-01-15,2026-01-16,1000000.0,C,5919.4,5933.5,1
2026-01-15,2026-01-16,1200000.0,C,5716.3,5734.4,1
2026-01-15,2026-01-16,1400000.0,C,5515.8,5534.5,1
2026-01-15,2026-01-16,1600000.0,C,5316.0,5334.6,1
2026-01-15,2026-01-16,1800000.0,C,5116.1,5134.7,1
2026-01-15,2026-01-16,2000000.0,C,4916.7,4934.8,1
2026-01-15,2026-01-16,2200000.0,C,4716.7,4734.8,1
2026-01-15,2026-01-16,2300000.0,C,4616.2,4634.3,1
2026-01-15,2026-01-16,2400000.0,C,4516.8,4534.9,1
2026-01-15,2026-01-16,2500000.0,C,4416.3,4434.4,1
2026-01-15,2026-01-16,2600000.0,C,4316.9,4335.0,1
2026-01-15,2026-01-16,2700000.0,C,4216.8,4234.5,1
2026-01-15,2026-01-16,2800000.0,C,4116.5,4135.1,1
2026-01-15,2026-01-16,2900000.0,C,4018.3,4035.3,1
2026-01-15,2026-01-16,3000000.0,C,3920.4,3934.6,1
2026-01-15,2026-01-16,3100000.0,C,3817.1,3835.4,1
2026-01-15,2026-01-16,3200000.0,C,3718.0,3734.8,1
2026-01-15,2026-01-16,3300000.0,C,3620.6,3634.7,1
2026-01-15,2026-01-16,3350000.0,C,3570.6,3584.7,1
2026-01-15,2026-01-16,3400000.0,C,3518.6,3534.9,1
2026-01-15,2026-01-16,3450000.0,C,3467.0,3485.4,1
2026-01-15,2026-01-16,3500000.0,C,3417.3,3435.6,1
2026-01-15,2026-01-16,3550000.0,C,3367.4,3385.6,1
2026-01-15,2026-01-16,3600000.0,C,3316.9,3335.0,1
2026-01-15,2026-01-16,3650000.0,C,3266.9,3285.6,1
2026-01-15,2026-01-16,3700000.0,C,3218.0,3235.7,1
2026-01-15,2026-01-16,3750000.0,C,3167.0,3185.7,1
2026-01-15,2026-01-16,3800000.0,C,3118.8,3135.6,1
2026-01-15,2026-01-16,3850000.0,C,3067.0,3085.7,1
2026-01-15,2026-01-16,3875000.0,C,3043.2,3060.6,1
2026-01-15,2026-01-16,3900000.0,C,3017.0,3035.6,1
2026-01-15,2026-01-16,3925000.0,C,2992.1,3010.8,1
2026-01-15,2026-01-16,3950000.0,C,2968.9,2985.8,1
2026-01-15,2026-01-16,3975000.0,C,2943.9,2960.8,1
2026-01-15,2026-01-16,4000000.0,C,2920.9,2935.1,1
2026-01-15,2026-01-16,4025000.0,C,2892.1,2910.7,1
2026-01-15,2026-01-16,4050000.0,C,2868.3,2885.8,1
2026-01-15,2026-01-16,4075000.0,C,2842.1,2860.7,1
2026-01-15,2026-01-16,4100000.0,C,2817.1,2835.2,1
2026-01-15,2026-01-16,4125000.0,C,2792.2,2810.9,1
2026-01-15,2026-01-16,4150000.0,C,2769.0,2785.9,1
2026-01-15,2026-01-16,4175000.0,C,2742.7,2760.9,1
2026-01-15,2026-01-16,4200000.0,C,2721.0,2735.2,1
2026-01-15,2026-01-16,4225000.0,C,2693.3,2710.8,1
2026-01-15,2026-01-16,4250000.0,C,2671.1,2685.2,1
2026-01-15,2026-01-16,4275000.0,C,2642.2,2660.8,1
2026-01-15,2026-01-16,4300000.0,C,2617.2,2635.3,1
2026-01-15,2026-01-16,4325000.0,C,2592.3,2611.0,1
2026-01-15,2026-01-16,4350000.0,C,2567.3,2586.0,1
2026-01-15,2026-01-16,4375000.0,C,2542.8,2561.0,1
2026-01-15,2026-01-16,4400000.0,C,2521.1,2535.3,1
2026-01-15,2026-01-16,4425000.0,C,2493.4,2510.9,1
2026-01-15,2026-01-16,4450000.0,C,2471.2,2485.3,1
2026-01-15,2026-01-16,4475000.0,C,2444.1,2460.9,1
2026-01-15,2026-01-16,4500000.0,C,2421.2,2435.3,1
2026-01-15,2026-01-16,4525000.0,C,2393.0,2411.1,1
2026-01-15,2026-01-16,4550000.0,C,2371.2,2385.4,1
2026-01-15,2026-01-16,4575000.0,C,2343.4,2361.1,1
2026-01-15,2026-01-16,4600000.0,C,2318.4,2336.0,1
2026-01-15,2026-01-16,4625000.0,C,2293.0,2311.1,1
2026-01-15,2026-01-16,4650000.0,C,2269.2,2286.0,1
2026-01-15,2026-01-16,4675000.0,C,2243.4,2260.5,1
2026-01-15,2026-01-16,4700000.0,C,2217.5,2236.2,1
2026-01-15,2026-01-16,4725000.0,C,2193.2,2211.2,1
2026-01-15,2026-01-16,4750000.0,C,2168.0,2186.2,1
2026-01-15,2026-01-16,4775000.0,C,2143.0,2161.1,1
2026-01-15,2026-01-16,4800000.0,C,2118.6,2136.1,1
2026-01-15,2026-01-16,4825000.0,C,2092.5,2111.2,1
2026-01-15,2026-01-16,4850000.0,C,2069.3,2085.6,1
2026-01-15,2026-01-16,4875000.0,C,2042.5,2060.6,1
2026-01-15,2026-01-16,4900000.0,C,2017.6,2035.7,1
2026-01-15,2026-01-16,4925000.0,C,1993.1,2011.3,1
2026-01-15,2026-01-16,4950000.0,C,1968.1,1986.2,1
2026-01-15,2026-01-16,4975000.0,C,1942.6,1960.7,1
2026-01-15,2026-01-16,5000000.0,C,1924.6,1932.0,1
2026-01-15,2026-01-16,5025000.0,C,1892.6,1910.7,1
2026-01-15,2026-01-16,5050000.0,C,1869.4,1886.4,1
2026-01-15,2026-01-16,5075000.0,C,1844.5,1861.4,1
2026-01-15,2026-01-16,5100000.0,C,1818.2,1836.4,1
2026-01-15,2026-01-16,5125000.0,C,1793.4,1811.3,1
2026-01-15,2026-01-16,5150000.0,C,1767.7,1785.8,1
2026-01-15,2026-01-16,5175000.0,C,1742.7,1760.8,1
2026-01-15,2026-01-16,5200000.0,C,1721.6,1735.7,1
2026-01-15,2026-01-16,5225000.0,C,1692.8,1710.9,1
2026-01-15,2026-01-16,5250000.0,C,1671.6,1685.7,1
2026-01-15,2026-01-16,5275000.0,C,1643.3,1661.4,1
2026-01-15,2026-01-16,5300000.0,C,1621.6,1635.7,1
2026-01-15,2026-01-16,5325000.0,C,1594.0,1610.9,1
2026-01-15,2026-01-16,5350000.0,C,1568.2,1585.9,1
2026-01-15,2026-01-16,5375000.0,C,1542.9,1561.0,1
2026-01-15,2026-01-16,5390000.0,C,1527.9,1546.0,1
2026-01-15,2026-01-16,5400000.0,C,1521.7,1535.8,1
2026-01-15,2026-01-16,5410000.0,C,1507.9,1526.0,1
2026-01-15,2026-01-16,5420000.0,C,1497.9,1516.0,1
2026-01-15,2026-01-16,5425000.0,C,1492.9,1511.0,1
2026-01-15,2026-01-16,5430000.0,C,1487.9,1506.0,1
2026-01-15,2026-01-16,5440000.0,C,1477.9,1496.5,1
2026-01-15,2026-01-16,5450000.0,C,1468.5,1486.6,1
2026-01-15,2026-01-16,5460000.0,C,1458.1,1476.0,1
2026-01-15,2026-01-16,5470000.0,C,1447.9,1466.0,1
2026-01-15,2026-01-16,5475000.0,C,1443.1,1461.0,1
2026-01-15,2026-01-16,5480000.0,C,1437.9,1456.0,1
2026-01-15,2026-01-16,5490000.0,C,1427.9,1446.0,1
2026-01-15,2026-01-16,5500000.0,C,1421.7,1435.9,1
2026-01-15,2026-01-16,5510000.0,C,1408.4,1426.7,1
2026-01-15,2026-01-16,5520000.0,C,1398.4,1416.7,1
2026-01-15,2026-01-16,5525000.0,C,1394.7,1411.7,1
2026-01-15,2026-01-16,5530000.0,C,1388.4,1406.7,1
2026-01-15,2026-01-16,5540000.0,C,1378.0,1396.1,1
2026-01-15,2026-01-16,5550000.0,C,1371.7,1385.9,1
2026-01-15,2026-01-16,5560000.0,C,1358.5,1376.6,1
2026-01-15,2026-01-16,5570000.0,C,1348.5,1366.6,1
2026-01-15,2026-01-16,5575000.0,C,1343.0,1361.1,1
2026-01-15,2026-01-16,5580000.0,C,1339.1,1356.1,1
2026-01-15,2026-01-16,5590000.0,C,1328.0,1346.1,1
2026-01-15,2026-01-16,5600000.0,C,1321.8,1335.9,1
2026-01-15,2026-01-16,5610000.0,C,1308.0,1326.1,1
2026-01-15,2026-01-16,5620000.0,C,1298.0,1316.1,1
2026-01-15,2026-01-16,5625000.0,C,1296.8,1310.9,1
2026-01-15,2026-01-16,5630000.0,C,1288.0,1306.1,1
2026-01-15,2026-01-16,5640000.0,C,1278.0,1296.1,1
2026-01-15,2026-01-16,5650000.0,C,1271.8,1285.9,1
2026-01-15,2026-01-16,5660000.0,C,1258.1,1276.8,1
2026-01-15,2026-01-16,5670000.0,C,1248.1,1266.2,1
2026-01-15,2026-01-16,5675000.0,C,1244.2,1261.8,1
2026-01-15,2026-01-16,5680000.0,C,1238.5,1256.8,1
2026-01-15,2026-01-16,5690000.0,C,1228.1,1246.2,1
2026-01-15,2026-01-16,5700000.0,C,1221.8,1236.0,1
2026-01-15,2026-01-16,5710000.0,C,1211.8,1226.0,1
2026-01-15,2026-01-16,5720000.0,C,1198.1,1216.2,1
2026-01-15,2026-01-16,5725000.0,C,1196.8,1211.0,1
